t,Rt,Tt,Wt,Qt
860,0,15.856,3.047,631.874
861,0,14.971,3.559,587.451
862,0,14.399,3.76,113.112
863,0,13.979,3.786,448.404
864,0,13.277,3.95,356.731
865,0,13.089,3.515,295.381
866,0,12.819,3.434,275.283
867,0,12.575,3.332,264.324
868,0,12.398,3.187,550.275
869,0,12.311,2.87,278.502
870,82,12.479,2.696,499.482
871,352,14.698,2.417,95.259
872,634,17.742,3.095,515.569
873,827,19.985,3.37,644.103
874,961,21.557,3.567,255.381
875,1.03,22.57,3.78,98.925
876,1.026,23.096,3.766,3.855
877,952,23.233,3.493,284.818
878,814,23.025,3.083,433.998
879,619,22.427,2.671,991.923
880,367,21.388,2.178,256.254
881,123,19.471,2.329,326.736
882,0,17.586,2.369,1.217.848
883,0,16.765,2.531,675.934
884,0,15.856,3.047,631.874
885,0,14.971,3.559,587.451
886,0,14.399,3.76,113.112
887,0,13.979,3.786,448.404
888,0,13.277,3.95,356.731
889,0,13.089,3.515,295.381
890,0,12.819,3.434,275.283
891,0,12.575,3.332,264.324
892,0,12.398,3.187,550.275
893,0,12.311,2.87,278.502
894,82,12.479,2.696,499.482
895,352,14.698,2.417,95.259
896,634,17.742,3.095,515.569
897,827,19.985,3.37,644.103
898,961,21.557,3.567,255.381
899,1.03,22.57,3.78,98.925
900,1.026,23.096,3.766,3.855
901,952,23.233,3.493,284.818
902,814,23.025,3.083,433.998
903,619,22.427,2.671,991.923
904,367,21.388,2.178,256.254
905,123,19.471,2.329,326.736
906,0,17.586,2.369,1.217.848
907,0,16.765,2.531,675.934
908,0,15.856,3.047,631.874
909,0,14.971,3.559,587.451
910,0,14.399,3.76,113.112
911,0,13.979,3.786,448.404
912,0,13.277,3.95,356.731
913,0,13.089,3.515,295.381
914,0,12.819,3.434,275.283
915,0,12.575,3.332,264.324
916,0,12.398,3.187,550.275
917,0,12.311,2.87,278.502
918,82,12.479,2.696,499.482
919,352,14.698,2.417,95.259
920,634,17.742,3.095,515.569
921,827,19.985,3.37,644.103
922,961,21.557,3.567,255.381
923,1.03,22.57,3.78,98.925
924,1.026,23.096,3.766,3.855
925,952,23.233,3.493,284.818
926,814,23.025,3.083,433.998
927,619,22.427,2.671,991.923
928,367,21.388,2.178,256.254
929,123,19.471,2.329,326.736
930,0,17.586,2.369,1.217.848
931,0,16.765,2.531,675.934
932,0,15.856,3.047,631.874
933,0,14.971,3.559,587.451
934,0,14.399,3.76,113.112
935,0,13.979,3.786,448.404
936,0,13.277,3.95,356.731
937,0,13.089,3.515,295.381
938,0,12.819,3.434,275.283
939,0,12.575,3.332,264.324
940,0,12.398,3.187,550.275
941,0,12.311,2.87,278.502
942,82,12.479,2.696,499.482
943,352,14.698,2.417,95.259
944,634,17.742,3.095,515.569
945,827,19.985,3.37,644.103
946,961,21.557,3.567,255.381
947,1.03,22.57,3.78,98.925
948,1.026,23.096,3.766,3.855
949,952,23.233,3.493,284.818
950,814,23.025,3.083,433.998
951,619,22.427,2.671,991.923
952,367,21.388,2.178,256.254
953,123,19.471,2.329,326.736
954,0,17.586,2.369,1.217.848
955,0,16.765,2.531,675.934
956,0,15.856,3.047,631.874
957,0,14.971,3.559,587.451
958,0,14.399,3.76,113.112
959,0,13.979,3.786,448.404
960,0,13.277,3.95,356.731
961,0,13.089,3.515,295.381
962,0,12.819,3.434,275.283
963,0,12.575,3.332,264.324
964,0,12.398,3.187,550.275
965,0,12.311,2.87,278.502
966,82,12.479,2.696,499.482
967,352,14.698,2.417,95.259
968,634,17.742,3.095,515.569
969,827,19.985,3.37,644.103
970,961,21.557,3.567,255.381
971,1.03,22.57,3.78,98.925
972,1.026,23.096,3.766,3.855
973,952,23.233,3.493,284.818
974,814,23.025,3.083,433.998
975,619,22.427,2.671,991.923
976,367,21.388,2.178,256.254
977,123,19.471,2.329,326.736
978,0,17.586,2.369,1.217.848
979,0,16.765,2.531,675.934
980,0,15.856,3.047,631.874
981,0,14.971,3.559,587.451
982,0,14.399,3.76,113.112
983,0,13.979,3.786,448.404
984,0,13.277,3.95,356.731
985,0,13.089,3.515,295.381
986,0,12.819,3.434,275.283
987,0,12.575,3.332,264.324
988,0,12.398,3.187,550.275
989,0,12.311,2.87,278.502
990,82,12.479,2.696,499.482
991,352,14.698,2.417,95.259
992,634,17.742,3.095,515.569
993,827,19.985,3.37,644.103
994,961,21.557,3.567,255.381
995,1.03,22.57,3.78,98.925
996,1.026,23.096,3.766,3.855
997,952,23.233,3.493,284.818
998,814,23.025,3.083,433.998
999,619,22.427,2.671,991.923
1000,367,21.388,2.178,256.254
1001,123,19.471,2.329,326.736
1002,0,17.586,2.369,1.217.848
1003,0,16.765,2.531,675.934
1004,0,15.856,3.047,631.874
1005,0,14.971,3.559,587.451
1006,0,14.399,3.76,113.112
1007,0,13.979,3.786,448.404
1008,0,13.277,3.95,356.731
1009,0,13.089,3.515,295.381
1010,0,12.819,3.434,275.283
1011,0,12.575,3.332,264.324
1012,0,12.398,3.187,550.275
1013,0,12.311,2.87,278.502
1014,82,12.479,2.696,499.482
1015,352,14.698,2.417,95.259
1016,634,17.742,3.095,515.569
1017,827,19.985,3.37,644.103
1018,961,21.557,3.567,255.381
1019,1.03,22.57,3.78,98.925
1020,1.026,23.096,3.766,3.855
1021,952,23.233,3.493,284.818
1022,814,23.025,3.083,433.998
1023,619,22.427,2.671,991.923
1024,367,21.388,2.178,256.254
1025,123,19.471,2.329,326.736
1026,0,17.586,2.369,1.217.848
1027,0,16.765,2.531,675.934
1028,0,15.856,3.047,631.874
1029,0,14.971,3.559,587.451
1030,0,14.399,3.76,113.112
1031,0,13.979,3.786,448.404
1032,0,13.277,3.95,356.731
1033,0,13.089,3.515,295.381
1034,0,12.819,3.434,275.283
1035,0,12.575,3.332,264.324
1036,0,12.398,3.187,550.275
1037,0,12.311,2.87,278.502
1038,82,12.479,2.696,499.482
1039,352,14.698,2.417,95.259
1040,634,17.742,3.095,515.569
1041,827,19.985,3.37,644.103
1042,961,21.557,3.567,255.381
1043,1.03,22.57,3.78,98.925
1044,1.026,23.096,3.766,3.855
1045,952,23.233,3.493,284.818
1046,814,23.025,3.083,433.998
1047,619,22.427,2.671,991.923
1048,367,21.388,2.178,256.254
1049,123,19.471,2.329,326.736
1050,0,17.586,2.369,1.217.848
1051,0,16.765,2.531,675.934
1052,0,15.856,3.047,631.874
1053,0,14.971,3.559,587.451
1054,0,14.399,3.76,113.112
1055,0,13.979,3.786,448.404
1056,0,13.277,3.95,356.731
1057,0,13.089,3.515,295.381
1058,0,12.819,3.434,275.283
1059,0,12.575,3.332,264.324
1060,0,12.398,3.187,550.275
1061,0,12.311,2.87,278.502
1062,82,12.479,2.696,499.482
1063,352,14.698,2.417,95.259
1064,634,17.742,3.095,515.569
1065,827,19.985,3.37,644.103
1066,961,21.557,3.567,255.381
1067,1.03,22.57,3.78,98.925
1068,1.026,23.096,3.766,3.855
1069,952,23.233,3.493,284.818
1070,814,23.025,3.083,433.998
1071,619,22.427,2.671,991.923
1072,367,21.388,2.178,256.254
1073,123,19.471,2.329,326.736
1074,0,17.586,2.369,1.217.848
1075,0,16.765,2.531,675.934
1076,0,15.856,3.047,631.874
1077,0,14.971,3.559,587.451
1078,0,14.399,3.76,113.112
1079,0,13.979,3.786,448.404
1080,0,13.277,3.95,356.731
1081,0,13.089,3.515,295.381
1082,0,12.819,3.434,275.283
1083,0,12.575,3.332,264.324
1084,0,12.398,3.187,550.275
1085,0,12.311,2.87,278.502
1086,82,12.479,2.696,499.482
1087,352,14.698,2.417,95.259
1088,634,17.742,3.095,515.569
1089,827,19.985,3.37,644.103
1090,961,21.557,3.567,255.381
1091,1.03,22.57,3.78,98.925
1092,1.026,23.096,3.766,3.855
1093,952,23.233,3.493,284.818
1094,814,23.025,3.083,433.998
1095,619,22.427,2.671,991.923
1096,367,21.388,2.178,256.254
1097,123,19.471,2.329,326.736
1098,0,17.586,2.369,1.217.848
1099,0,16.765,2.531,675.934
1100,0,15.856,3.047,631.874
1101,0,14.971,3.559,587.451
1102,0,14.399,3.76,113.112
1103,0,13.979,3.786,448.404
1104,0,13.277,3.95,356.731
1105,0,13.089,3.515,295.381
1106,0,12.819,3.434,275.283
1107,0,12.575,3.332,264.324
1108,0,12.398,3.187,550.275
1109,0,12.311,2.87,278.502
1110,82,12.479,2.696,499.482
1111,352,14.698,2.417,95.259
1112,634,17.742,3.095,515.569
1113,827,19.985,3.37,644.103
1114,961,21.557,3.567,255.381
1115,1.03,22.57,3.78,98.925
1116,1.026,23.096,3.766,3.855
1117,952,23.233,3.493,284.818
1118,814,23.025,3.083,433.998
1119,619,22.427,2.671,991.923
1120,367,21.388,2.178,256.254
1121,123,19.471,2.329,326.736
1122,0,17.586,2.369,1.217.848
1123,0,16.765,2.531,675.934
1124,0,15.856,3.047,631.874
1125,0,14.971,3.559,587.451
1126,0,14.399,3.76,113.112
1127,0,13.979,3.786,448.404
1128,0,13.277,3.95,356.731
1129,0,13.089,3.515,295.381
1130,0,12.819,3.434,275.283
1131,0,12.575,3.332,264.324
1132,0,12.398,3.187,550.275
1133,0,12.311,2.87,278.502
1134,82,12.479,2.696,499.482
1135,352,14.698,2.417,95.259
1136,634,17.742,3.095,515.569
1137,827,19.985,3.37,644.103
1138,961,21.557,3.567,255.381
1139,1.03,22.57,3.78,98.925
1140,1.026,23.096,3.766,3.855
1141,952,23.233,3.493,284.818
1142,814,23.025,3.083,433.998
1143,619,22.427,2.671,991.923
1144,367,21.388,2.178,256.254
1145,123,19.471,2.329,326.736
1146,0,17.586,2.369,1.217.848
1147,0,16.765,2.531,675.934
1148,0,15.856,3.047,631.874
1149,0,14.971,3.559,587.451
1150,0,14.399,3.76,113.112
1151,0,13.979,3.786,448.404
1152,0,13.277,3.95,356.731
1153,0,13.089,3.515,295.381
1154,0,12.819,3.434,275.283
1155,0,12.575,3.332,264.324
1156,0,12.398,3.187,550.275
1157,0,12.311,2.87,278.502
1158,82,12.479,2.696,499.482
1159,352,14.698,2.417,95.259
1160,634,17.742,3.095,515.569
1161,827,19.985,3.37,644.103
1162,961,21.557,3.567,255.381
1163,1.03,22.57,3.78,98.925
1164,1.026,23.096,3.766,3.855
1165,952,23.233,3.493,284.818
1166,814,23.025,3.083,433.998
1167,619,22.427,2.671,991.923
1168,367,21.388,2.178,256.254
1169,123,19.471,2.329,326.736
1170,0,17.586,2.369,1.217.848
1171,0,16.765,2.531,675.934
1172,0,15.856,3.047,631.874
1173,0,14.971,3.559,587.451
1174,0,14.399,3.76,113.112
1175,0,13.979,3.786,448.404
1176,0,13.277,3.95,356.731
1177,0,13.089,3.515,295.381
1178,0,12.819,3.434,275.283
1179,0,12.575,3.332,264.324
1180,0,12.398,3.187,550.275
1181,0,12.311,2.87,278.502
1182,82,12.479,2.696,499.482
1183,352,14.698,2.417,95.259
1184,634,17.742,3.095,515.569
1185,827,19.985,3.37,644.103
1186,961,21.557,3.567,255.381
1187,1.03,22.57,3.78,98.925
1188,1.026,23.096,3.766,3.855
1189,952,23.233,3.493,284.818
1190,814,23.025,3.083,433.998
1191,619,22.427,2.671,991.923
1192,367,21.388,2.178,256.254
1193,123,19.471,2.329,326.736
1194,0,17.586,2.369,1.217.848
1195,0,16.765,2.531,675.934
1196,0,15.856,3.047,631.874
1197,0,14.971,3.559,587.451
1198,0,14.399,3.76,113.112
1199,0,13.979,3.786,448.404
1200,0,13.277,3.95,356.731
1201,0,13.089,3.515,295.381
1202,0,12.819,3.434,275.283
1203,0,12.575,3.332,264.324
1204,0,12.398,3.187,550.275
1205,0,12.311,2.87,278.502
1206,82,12.479,2.696,499.482
1207,352,14.698,2.417,95.259
1208,634,17.742,3.095,515.569
1209,827,19.985,3.37,644.103
1210,961,21.557,3.567,255.381
1211,1.03,22.57,3.78,98.925
1212,1.026,23.096,3.766,3.855
1213,952,23.233,3.493,284.818
1214,814,23.025,3.083,433.998
1215,619,22.427,2.671,991.923
1216,367,21.388,2.178,256.254
1217,123,19.471,2.329,326.736
1218,0,17.586,2.369,1.217.848
1219,0,16.765,2.531,675.934
1220,0,15.856,3.047,631.874
1221,0,14.971,3.559,587.451
1222,0,14.399,3.76,113.112
1223,0,13.979,3.786,448.404
1224,0,13.277,3.95,356.731
1225,0,13.089,3.515,295.381
1226,0,12.819,3.434,275.283
1227,0,12.575,3.332,264.324
1228,0,12.398,3.187,550.275
1229,0,12.311,2.87,278.502
1230,82,12.479,2.696,499.482
1231,352,14.698,2.417,95.259
1232,634,17.742,3.095,515.569
1233,827,19.985,3.37,644.103
1234,961,21.557,3.567,255.381
1235,1.03,22.57,3.78,98.925
1236,1.026,23.096,3.766,3.855
1237,952,23.233,3.493,284.818
1238,814,23.025,3.083,433.998
1239,619,22.427,2.671,991.923
1240,367,21.388,2.178,256.254
1241,123,19.471,2.329,326.736
1242,0,17.586,2.369,1.217.848
1243,0,16.765,2.531,675.934
1244,0,15.856,3.047,631.874
1245,0,14.971,3.559,587.451
1246,0,14.399,3.76,113.112
1247,0,13.979,3.786,448.404
1248,0,13.277,3.95,356.731
1249,0,13.089,3.515,295.381
1250,0,12.819,3.434,275.283
1251,0,12.575,3.332,264.324
1252,0,12.398,3.187,550.275
1253,0,12.311,2.87,278.502
1254,82,12.479,2.696,499.482
1255,352,14.698,2.417,95.259
1256,634,17.742,3.095,515.569
1257,827,19.985,3.37,644.103
1258,961,21.557,3.567,255.381
1259,1.03,22.57,3.78,98.925
1260,1.026,23.096,3.766,3.855
1261,952,23.233,3.493,284.818
1262,814,23.025,3.083,433.998
1263,619,22.427,2.671,991.923
1264,367,21.388,2.178,256.254
1265,123,19.471,2.329,326.736
1266,0,17.586,2.369,1.217.848
1267,0,16.765,2.531,675.934
1268,0,15.856,3.047,631.874
1269,0,14.971,3.559,587.451
1270,0,14.399,3.76,113.112
1271,0,13.979,3.786,448.404
1272,0,13.277,3.95,356.731
1273,0,13.089,3.515,295.381
1274,0,12.819,3.434,275.283
1275,0,12.575,3.332,264.324
1276,0,12.398,3.187,550.275
1277,0,12.311,2.87,278.502
1278,82,12.479,2.696,499.482
1279,352,14.698,2.417,95.259
1280,634,17.742,3.095,515.569
1281,827,19.985,3.37,644.103
1282,961,21.557,3.567,255.381
1283,1.03,22.57,3.78,98.925
1284,1.026,23.096,3.766,3.855
1285,952,23.233,3.493,284.818
1286,814,23.025,3.083,433.998
1287,619,22.427,2.671,991.923
1288,367,21.388,2.178,256.254
1289,123,19.471,2.329,326.736
1290,0,17.586,2.369,1.217.848
1291,0,16.765,2.531,675.934
1292,0,15.856,3.047,631.874
1293,0,14.971,3.559,587.451
1294,0,14.399,3.76,113.112
1295,0,13.979,3.786,448.404
1296,0,13.277,3.95,356.731
1297,0,13.089,3.515,295.381
1298,0,12.819,3.434,275.283
1299,0,12.575,3.332,264.324
1300,0,12.398,3.187,550.275
1301,0,12.311,2.87,278.502
1302,82,12.479,2.696,499.482
1303,352,14.698,2.417,95.259
1304,634,17.742,3.095,515.569
1305,827,19.985,3.37,644.103
1306,961,21.557,3.567,255.381
1307,1.03,22.57,3.78,98.925
1308,1.026,23.096,3.766,3.855
1309,952,23.233,3.493,284.818
1310,814,23.025,3.083,433.998
1311,619,22.427,2.671,991.923
1312,367,21.388,2.178,256.254
1313,123,19.471,2.329,326.736
1314,0,17.586,2.369,1.217.848
1315,0,16.765,2.531,675.934
1316,0,15.856,3.047,631.874
1317,0,14.971,3.559,587.451
1318,0,14.399,3.76,113.112
1319,0,13.979,3.786,448.404
1320,0,13.277,3.95,356.731
1321,0,13.089,3.515,295.381
1322,0,12.819,3.434,275.283
1323,0,12.575,3.332,264.324
1324,0,12.398,3.187,550.275
1325,0,12.311,2.87,278.502
1326,82,12.479,2.696,499.482
1327,352,14.698,2.417,95.259
1328,634,17.742,3.095,515.569
1329,827,19.985,3.37,644.103
1330,961,21.557,3.567,255.381
1331,1.03,22.57,3.78,98.925
1332,1.026,23.096,3.766,3.855
1333,952,23.233,3.493,284.818
1334,814,23.025,3.083,433.998
1335,619,22.427,2.671,991.923
1336,367,21.388,2.178,256.254
1337,123,19.471,2.329,326.736
1338,0,17.586,2.369,1.217.848
1339,0,16.765,2.531,675.934
1340,0,15.856,3.047,631.874
1341,0,14.971,3.559,587.451
1342,0,14.399,3.76,113.112
1343,0,13.979,3.786,448.404
1344,0,13.277,3.95,356.731
1345,0,13.089,3.515,295.381
1346,0,12.819,3.434,275.283
1347,0,12.575,3.332,264.324
1348,0,12.398,3.187,550.275
1349,0,12.311,2.87,278.502
1350,82,12.479,2.696,499.482
1351,352,14.698,2.417,95.259
1352,634,17.742,3.095,515.569
1353,827,19.985,3.37,644.103
1354,961,21.557,3.567,255.381
1355,1.03,22.57,3.78,98.925
1356,1.026,23.096,3.766,3.855
1357,952,23.233,3.493,284.818
1358,814,23.025,3.083,433.998
1359,619,22.427,2.671,991.923
1360,367,21.388,2.178,256.254
1361,123,19.471,2.329,326.736
1362,0,17.586,2.369,1.217.848
1363,0,16.765,2.531,675.934
1364,0,15.856,3.047,631.874
1365,0,14.971,3.559,587.451
1366,0,14.399,3.76,113.112
1367,0,13.979,3.786,448.404
1368,0,13.277,3.95,356.731
1369,0,13.089,3.515,295.381
1370,0,12.819,3.434,275.283
1371,0,12.575,3.332,264.324
1372,0,12.398,3.187,550.275
1373,0,12.311,2.87,278.502
1374,82,12.479,2.696,499.482
1375,352,14.698,2.417,95.259
1376,634,17.742,3.095,515.569
1377,827,19.985,3.37,644.103
1378,961,21.557,3.567,255.381
1379,1.03,22.57,3.78,98.925
1380,1.026,23.096,3.766,3.855
1381,952,23.233,3.493,284.818
1382,814,23.025,3.083,433.998
1383,619,22.427,2.671,991.923
1384,367,21.388,2.178,256.254
1385,123,19.471,2.329,326.736
1386,0,17.586,2.369,1.217.848
1387,0,16.765,2.531,675.934
1388,0,15.856,3.047,631.874
1389,0,14.971,3.559,587.451
1390,0,14.399,3.76,113.112
1391,0,13.979,3.786,448.404
1392,0,13.277,3.95,356.731
1393,0,13.089,3.515,295.381
1394,0,12.819,3.434,275.283
1395,0,12.575,3.332,264.324
1396,0,12.398,3.187,550.275
1397,0,12.311,2.87,278.502
1398,82,12.479,2.696,499.482
1399,352,14.698,2.417,95.259
1400,634,17.742,3.095,515.569
1401,827,19.985,3.37,644.103
1402,961,21.557,3.567,255.381
1403,1.03,22.57,3.78,98.925
1404,1.026,23.096,3.766,3.855
1405,952,23.233,3.493,284.818
1406,814,23.025,3.083,433.998
1407,619,22.427,2.671,991.923
1408,367,21.388,2.178,256.254
1409,123,19.471,2.329,326.736
1410,0,17.586,2.369,1.217.848
1411,0,16.765,2.531,675.934
1412,0,15.856,3.047,631.874
1413,0,14.971,3.559,587.451
1414,0,14.399,3.76,113.112
1415,0,13.979,3.786,448.404
1416,0,13.277,3.95,356.731
1417,0,13.089,3.515,295.381
1418,0,12.819,3.434,275.283
1419,0,12.575,3.332,264.324
1420,0,12.398,3.187,550.275
1421,0,12.311,2.87,278.502
1422,82,12.479,2.696,499.482
1423,352,14.698,2.417,95.259
1424,634,17.742,3.095,515.569
1425,827,19.985,3.37,644.103
1426,961,21.557,3.567,255.381
1427,1.03,22.57,3.78,98.925
1428,1.026,23.096,3.766,3.855
1429,952,23.233,3.493,284.818
1430,814,23.025,3.083,433.998
1431,619,22.427,2.671,991.923
1432,367,21.388,2.178,256.254
1433,123,19.471,2.329,326.736
1434,0,17.586,2.369,1.217.848
1435,0,16.765,2.531,675.934
1436,0,15.856,3.047,631.874
1437,0,14.971,3.559,587.451
1438,0,14.399,3.76,113.112
1439,0,13.979,3.786,448.404
1440,0,13.277,3.95,356.731
1441,0,13.089,3.515,295.381
1442,0,12.819,3.434,275.283
1443,0,12.575,3.332,264.324
1444,0,12.398,3.187,550.275
1445,0,12.311,2.87,278.502
1446,82,12.479,2.696,499.482
1447,352,14.698,2.417,95.259
1448,634,17.742,3.095,515.569
1449,827,19.985,3.37,644.103
1450,961,21.557,3.567,255.381
1451,1.03,22.57,3.78,98.925
1452,1.026,23.096,3.766,3.855
1453,952,23.233,3.493,284.818
1454,814,23.025,3.083,433.998
1455,619,22.427,2.671,991.923
1456,367,21.388,2.178,256.254
1457,123,19.471,2.329,326.736
1458,0,17.586,2.369,1.217.848
1459,0,16.765,2.531,675.934
1460,0,15.856,3.047,631.874
1461,0,14.971,3.559,587.451
1462,0,14.399,3.76,113.112
1463,0,13.979,3.786,448.404
1464,0,13.277,3.95,356.731
1465,0,13.089,3.515,295.381
1466,0,12.819,3.434,275.283
1467,0,12.575,3.332,264.324
1468,0,12.398,3.187,550.275
1469,0,12.311,2.87,278.502
1470,82,12.479,2.696,499.482
1471,352,14.698,2.417,95.259
1472,634,17.742,3.095,515.569
1473,827,19.985,3.37,644.103
1474,961,21.557,3.567,255.381
1475,1.03,22.57,3.78,98.925
1476,1.026,23.096,3.766,3.855
1477,952,23.233,3.493,284.818
1478,814,23.025,3.083,433.998
1479,619,22.427,2.671,991.923
1480,367,21.388,2.178,256.254
1481,123,19.471,2.329,326.736
1482,0,17.586,2.369,1.217.848
1483,0,16.765,2.531,675.934
1484,0,15.856,3.047,631.874
1485,0,14.971,3.559,587.451
1486,0,14.399,3.76,113.112
1487,0,13.979,3.786,448.404
1488,0,13.277,3.95,356.731
1489,0,13.089,3.515,295.381
1490,0,12.819,3.434,275.283
1491,0,12.575,3.332,264.324
1492,0,12.398,3.187,550.275
1493,0,12.311,2.87,278.502
1494,82,12.479,2.696,499.482
1495,352,14.698,2.417,95.259
1496,634,17.742,3.095,515.569
1497,827,19.985,3.37,644.103
1498,961,21.557,3.567,255.381
1499,1.03,22.57,3.78,98.925
1500,1.026,23.096,3.766,3.855
1501,952,23.233,3.493,284.818
1502,814,23.025,3.083,433.998
1503,619,22.427,2.671,991.923
1504,367,21.388,2.178,256.254
1505,123,19.471,2.329,326.736
1506,0,17.586,2.369,1.217.848
1507,0,16.765,2.531,675.934
1508,0,15.856,3.047,631.874
1509,0,14.971,3.559,587.451
1510,0,14.399,3.76,113.112
1511,0,13.979,3.786,448.404
1512,0,13.277,3.95,356.731
1513,0,13.089,3.515,295.381
1514,0,12.819,3.434,275.283
1515,0,12.575,3.332,264.324
1516,0,12.398,3.187,550.275
1517,0,12.311,2.87,278.502
1518,82,12.479,2.696,499.482
1519,352,14.698,2.417,95.259
1520,634,17.742,3.095,515.569
1521,827,19.985,3.37,644.103
1522,961,21.557,3.567,255.381
1523,1.03,22.57,3.78,98.925
1524,1.026,23.096,3.766,3.855
1525,952,23.233,3.493,284.818
1526,814,23.025,3.083,433.998
1527,619,22.427,2.671,991.923
1528,367,21.388,2.178,256.254
1529,123,19.471,2.329,326.736
1530,0,17.586,2.369,1.217.848
1531,0,16.765,2.531,675.934
1532,0,15.856,3.047,631.874
1533,0,14.971,3.559,587.451
1534,0,14.399,3.76,113.112
1535,0,13.979,3.786,448.404
1536,0,13.277,3.95,356.731
1537,0,13.089,3.515,295.381
1538,0,12.819,3.434,275.283
1539,0,12.575,3.332,264.324
1540,0,12.398,3.187,550.275
1541,0,12.311,2.87,278.502
1542,82,12.479,2.696,499.482
1543,352,14.698,2.417,95.259
1544,634,17.742,3.095,515.569
1545,827,19.985,3.37,644.103
1546,961,21.557,3.567,255.381
1547,1.03,22.57,3.78,98.925
1548,1.026,23.096,3.766,3.855
1549,952,23.233,3.493,284.818
1550,814,23.025,3.083,433.998
1551,619,22.427,2.671,991.923
1552,367,21.388,2.178,256.254
1553,123,19.471,2.329,326.736
1554,0,17.586,2.369,1.217.848
1555,0,16.765,2.531,675.934
1556,0,15.856,3.047,631.874
1557,0,14.971,3.559,587.451
1558,0,14.399,3.76,113.112
1559,0,13.979,3.786,448.404
1560,0,13.277,3.95,356.731
1561,0,13.089,3.515,295.381
1562,0,12.819,3.434,275.283
1563,0,12.575,3.332,264.324
1564,0,12.398,3.187,550.275
1565,0,12.311,2.87,278.502
1566,82,12.479,2.696,499.482
1567,352,14.698,2.417,95.259
1568,634,17.742,3.095,515.569
1569,827,19.985,3.37,644.103
1570,961,21.557,3.567,255.381
1571,1.03,22.57,3.78,98.925
1572,1.026,23.096,3.766,3.855
1573,952,23.233,3.493,284.818
1574,814,23.025,3.083,433.998
1575,619,22.427,2.671,991.923
1576,367,21.388,2.178,256.254
1577,123,19.471,2.329,326.736
1578,0,17.586,2.369,1.217.848
1579,0,16.765,2.531,675.934
1580,0,15.856,3.047,631.874
1581,0,14.971,3.559,587.451
1582,0,14.399,3.76,113.112
1583,0,13.979,3.786,448.404
1584,0,13.277,3.95,356.731
1585,0,13.089,3.515,295.381
1586,0,12.819,3.434,275.283
1587,0,12.575,3.332,264.324
1588,0,12.398,3.187,550.275
1589,0,12.311,2.87,278.502
1590,82,12.479,2.696,499.482
1591,352,14.698,2.417,95.259
1592,634,17.742,3.095,515.569
1593,827,19.985,3.37,644.103
1594,961,21.557,3.567,255.381
1595,1.03,22.57,3.78,98.925
1596,1.026,23.096,3.766,3.855
1597,952,23.233,3.493,284.818
1598,814,23.025,3.083,433.998
1599,619,22.427,2.671,991.923
1600,367,21.388,2.178,256.254
1601,123,19.471,2.329,326.736
1602,0,17.586,2.369,1.217.848
1603,0,16.765,2.531,675.934
